,RoundIndex,VoterID,Util1,Util2,Util3,NumVotes,NumberOfCandidates,Pref1,Pref2,Pref3,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,PointsPreVote,Vote,GameIndexInSession,SessionIDX,Action,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref3_pos,Pos1_pref,Pref2_pos,Pos2_pref,Pref1_pos,Pos3_pref,Scenario,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
2745,3376,A3JTAQ2N5WWH6I,20,10,0,1007,3,3,1,2,318,353,335,0,2,19,1,3,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2746,3377,A3JTAQ2N5WWH6I,20,10,0,1007,3,1,3,2,275,366,365,5,3,20,1,2,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2747,3378,A3JTAQ2N5WWH6I,20,10,0,1007,3,3,1,2,269,378,359,0,2,21,1,3,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2748,3379,A3JTAQ2N5WWH6I,20,10,0,1007,3,1,3,2,325,341,340,5,3,22,1,2,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2749,3380,A35Z8PORFPTQU6,20,16,0,1007,3,2,3,1,280,415,311,20,2,10,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2750,3381,A3JTAQ2N5WWH6I,20,10,0,1007,3,3,2,1,215,565,226,10,2,23,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2751,3382,A3JTAQ2N5WWH6I,20,10,0,1007,3,2,3,1,301,371,334,20,2,24,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2752,3383,A3JTAQ2N5WWH6I,20,10,0,1007,3,3,1,2,275,366,365,10,3,25,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2753,3384,A3JTAQ2N5WWH6I,20,10,0,1007,3,1,2,3,325,341,340,10,2,26,1,2,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
2754,3385,A3JTAQ2N5WWH6I,20,10,0,1007,3,3,1,2,325,341,340,10,3,27,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2755,3386,A3JTAQ2N5WWH6I,20,10,0,1007,3,3,2,1,318,353,335,10,2,28,1,2,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2756,3387,A3JTAQ2N5WWH6I,20,10,0,1007,3,1,3,2,329,347,330,0,2,29,1,3,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2757,3388,A3JTAQ2N5WWH6I,20,10,0,1006,3,3,1,2,334,336,335,0,2,30,1,3,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2758,3389,A3JTAQ2N5WWH6I,20,10,0,1007,3,1,2,3,313,365,328,10,2,31,1,2,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
2759,3390,A3JTAQ2N5WWH6I,20,10,0,1007,3,3,1,2,333,338,335,0,3,32,1,1,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2760,3391,A22QD6M0A2C77C,20,4,0,1007,3,3,1,2,275,366,365,10,3,7,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2761,3393,A1BSVUVIO9KDOU,20,10,0,1007,3,1,2,3,290,409,307,10,2,2,1,2,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
2762,3394,A1BSVUVIO9KDOU,20,10,0,1007,3,2,1,3,290,409,307,20,2,3,1,1,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2763,3395,A1BSVUVIO9KDOU,20,10,0,1007,3,3,2,1,318,353,335,10,3,4,1,1,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2764,3396,A1BSVUVIO9KDOU,20,10,0,1007,3,1,3,2,275,366,365,0,2,5,1,3,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2765,3397,A1BSVUVIO9KDOU,20,10,0,1007,3,3,2,1,325,341,340,10,2,6,1,2,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2766,3398,A1BSVUVIO9KDOU,20,10,0,1007,3,1,3,2,318,353,335,0,2,7,1,3,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2767,3399,A1BSVUVIO9KDOU,20,10,0,1007,3,3,1,2,323,343,340,0,3,8,1,1,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2768,3400,A1BSVUVIO9KDOU,20,10,0,1007,3,1,2,3,215,565,226,10,2,9,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
2769,3401,A1BSVUVIO9KDOU,20,10,0,1007,3,3,1,2,318,353,335,0,3,10,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2770,3402,APGX2WZ59OWDN,20,10,2,1007,3,3,1,2,329,347,330,2,3,6,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2771,3403,A16F0CWJ0ZAR0B,20,16,0,1007,3,2,1,3,313,365,328,20,2,17,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2772,3404,A1BSVUVIO9KDOU,20,10,0,1007,3,3,1,2,269,378,359,0,3,11,1,1,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2773,3405,A1BSVUVIO9KDOU,20,10,0,1007,3,1,2,3,325,341,340,10,2,12,1,2,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
2774,3406,A1BSVUVIO9KDOU,20,10,0,1007,3,2,3,1,301,371,334,20,2,13,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2775,3407,A1BSVUVIO9KDOU,20,10,0,1007,3,1,3,2,323,343,340,0,1,14,1,1,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2776,3408,A1BSVUVIO9KDOU,20,10,0,1006,3,1,3,2,334,336,335,0,1,15,1,1,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2777,3409,A1BSVUVIO9KDOU,20,10,0,1007,3,1,2,3,313,365,328,10,1,16,1,1,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
2778,3410,A1BSVUVIO9KDOU,20,10,0,1007,3,3,2,1,290,409,307,10,3,17,1,1,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2779,3411,A1BSVUVIO9KDOU,20,10,0,1007,3,3,2,1,215,565,226,10,2,18,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2780,3412,A1BSVUVIO9KDOU,20,10,0,1007,3,1,3,2,269,378,359,0,1,19,1,1,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2781,3413,A1EOBT1HEM960W,20,10,0,1007,3,3,1,2,274,368,364,0,3,26,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2782,3414,A1BSVUVIO9KDOU,20,10,0,1007,3,1,3,2,333,338,335,0,1,20,1,1,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2783,3415,A1BSVUVIO9KDOU,20,10,0,1007,3,3,2,1,313,365,328,10,3,21,1,1,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2784,3416,A1BSVUVIO9KDOU,20,10,0,1007,3,3,1,2,333,338,335,0,3,22,1,1,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2785,3417,A1BSVUVIO9KDOU,20,10,0,1007,3,1,3,2,329,347,330,0,3,23,1,2,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2786,3418,A1BSVUVIO9KDOU,20,10,0,1007,3,3,1,2,325,341,340,10,3,24,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2787,3419,A1BSVUVIO9KDOU,20,10,0,1007,3,1,3,2,274,368,364,0,1,25,1,1,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2788,3420,A1BSVUVIO9KDOU,20,10,0,1007,3,1,2,3,318,353,335,10,2,26,1,2,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
2789,3421,A1BSVUVIO9KDOU,20,10,0,1006,3,3,1,2,334,336,335,0,2,27,1,3,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2790,3422,A1BSVUVIO9KDOU,20,10,0,1007,3,2,3,1,280,415,311,20,2,28,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2791,3423,A1BSVUVIO9KDOU,20,10,0,1007,3,1,3,2,325,341,340,5,3,29,1,2,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2792,3424,A1REBBLJU3AZV0,20,10,2,1007,3,3,2,1,215,565,226,10,2,25,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2793,3425,A1BSVUVIO9KDOU,20,10,0,1007,3,2,1,3,313,365,328,20,2,30,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2794,3426,A1BSVUVIO9KDOU,20,10,0,1007,3,3,1,2,329,347,330,0,3,31,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2795,3427,A1BSVUVIO9KDOU,20,10,0,1007,3,3,1,2,275,366,365,10,3,32,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2796,3429,A4S2SEK1NPZAX,20,10,0,1007,3,1,2,3,290,409,307,10,2,2,1,2,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
2797,3430,A4S2SEK1NPZAX,20,10,0,1007,3,1,3,2,269,378,359,0,2,3,1,3,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2798,3431,A4S2SEK1NPZAX,20,10,0,1007,3,1,3,2,275,366,365,0,1,4,1,1,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2799,3432,A4S2SEK1NPZAX,20,10,0,1007,3,3,1,2,329,347,330,0,2,5,1,3,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2800,3433,A4S2SEK1NPZAX,20,10,0,1007,3,2,1,3,313,365,328,20,3,6,1,3,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2801,3434,AISNLDPD2DFEG,20,10,0,1007,3,2,1,3,313,365,328,20,1,25,1,2,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2802,3435,A4S2SEK1NPZAX,20,10,0,1007,3,1,2,3,215,565,226,10,1,7,1,1,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
2803,3436,A4S2SEK1NPZAX,20,10,0,1007,3,1,3,2,333,338,335,0,3,8,1,2,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2804,3437,A4S2SEK1NPZAX,20,10,0,1007,3,3,2,1,325,341,340,10,1,9,1,3,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2805,3438,A4S2SEK1NPZAX,20,10,0,1006,3,3,1,2,334,336,335,10,3,10,1,1,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2806,3439,A4S2SEK1NPZAX,20,10,0,1007,3,1,3,2,274,368,364,0,3,11,1,2,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2807,3440,A4S2SEK1NPZAX,20,10,0,1007,3,1,3,2,325,341,340,0,1,12,1,1,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2808,3441,A4S2SEK1NPZAX,20,10,0,1007,3,1,3,2,329,347,330,0,3,13,1,2,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2809,3442,A4S2SEK1NPZAX,20,10,0,1007,3,3,1,2,275,366,365,10,3,14,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2810,3445,A34F18X6OSPV00,20,10,0,1007,3,3,1,2,275,366,365,10,3,2,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2811,3446,A34F18X6OSPV00,20,10,0,1007,3,3,1,2,333,338,335,0,3,3,1,1,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2812,3447,A34F18X6OSPV00,20,10,0,1007,3,2,1,3,290,409,307,20,1,4,1,2,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
2813,3448,A34F18X6OSPV00,20,10,0,1007,3,1,2,3,215,565,226,10,3,5,1,3,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
2814,3449,A34F18X6OSPV00,20,10,0,1007,3,3,2,1,325,341,340,15,3,6,1,1,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2815,3450,A34F18X6OSPV00,20,10,0,1007,3,1,3,2,269,378,359,0,3,7,1,2,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2816,3451,A34F18X6OSPV00,20,10,0,1007,3,1,2,3,313,365,328,10,3,8,1,3,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
2817,3452,AISNLDPD2DFEG,20,10,0,1007,3,1,2,3,290,409,307,10,2,26,1,2,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
2818,3453,A34F18X6OSPV00,20,10,0,1007,3,3,1,2,318,353,335,0,2,9,1,3,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2819,3454,A34F18X6OSPV00,20,10,0,1007,3,3,2,1,313,365,328,10,2,10,1,2,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2820,3455,A34F18X6OSPV00,20,10,0,1006,3,3,1,2,334,336,335,0,2,11,1,3,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2821,3456,A34F18X6OSPV00,20,10,0,1006,3,1,3,2,334,336,335,0,2,12,1,3,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2822,3457,A34F18X6OSPV00,20,10,0,1007,3,3,2,1,318,353,335,10,3,13,1,1,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2823,3458,A34F18X6OSPV00,20,10,0,1007,3,3,2,1,215,565,226,10,2,14,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2824,3459,A34F18X6OSPV00,20,10,0,1007,3,2,3,1,301,371,334,20,1,15,1,3,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2825,3460,A34F18X6OSPV00,20,10,0,1007,3,3,2,1,290,409,307,10,3,16,1,1,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
2826,3461,A34F18X6OSPV00,20,10,0,1007,3,2,3,1,280,415,311,20,3,17,1,2,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
2827,3462,A34F18X6OSPV00,20,10,0,1007,3,1,3,2,318,353,335,0,2,18,1,3,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2828,3463,A34F18X6OSPV00,20,10,0,1007,3,3,1,2,269,378,359,0,3,19,1,1,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2829,3464,A34F18X6OSPV00,20,10,0,1007,3,3,1,2,329,347,330,0,3,20,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2830,3465,A34F18X6OSPV00,20,10,0,1007,3,1,3,2,329,347,330,0,1,21,1,1,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2831,3466,A34F18X6OSPV00,20,10,0,1007,3,1,3,2,323,343,340,0,1,22,1,1,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
2832,3467,A34F18X6OSPV00,20,10,0,1007,3,3,1,2,323,343,340,0,3,23,1,1,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2833,3468,A34F18X6OSPV00,20,10,0,1007,3,3,1,2,274,368,364,0,1,24,1,2,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
2834,3469,A34F18X6OSPV00,20,10,0,1007,3,1,2,3,290,409,307,10,1,25,1,1,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
2835,3470,A34F18X6OSPV00,20,10,0,1007,3,2,1,3,313,365,328,20,2,26,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
