,RoundIndex,VoterID,Util1,Util2,Util3,NumVotes,NumberOfCandidates,Pref1,Pref2,Pref3,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,PointsPreVote,Vote,GameIndexInSession,SessionIDX,Action,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref3_pos,Pos1_pref,Pref2_pos,Pos2_pref,Pref1_pos,Pos3_pref,Scenario,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
92,101,A3PFJ6NJJQJDP3,20,10,-2,1007,3,1,3,2,325,341,340,-2,1,17,1,1,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
93,102,A1WR7N7SIYSRHQ,20,10,2,1007,3,3,2,1,313,365,328,10,2,10,1,2,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
94,104,A3PFJ6NJJQJDP3,20,10,-2,1007,3,3,2,1,313,365,328,10,3,18,1,1,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
95,105,A1WR7N7SIYSRHQ,20,10,2,1007,3,1,2,3,318,353,335,10,3,11,1,3,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
96,106,A13O5TFA7656TN,20,10,0,1007,3,3,1,2,333,338,335,0,3,2,1,1,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
97,107,A3PFJ6NJJQJDP3,20,10,-2,1007,3,1,2,3,318,353,335,10,1,19,1,1,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
98,108,A1WR7N7SIYSRHQ,20,10,2,1007,3,3,1,2,329,347,330,2,1,12,1,2,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
99,109,A3PFJ6NJJQJDP3,20,10,-2,1007,3,3,1,2,318,353,335,-2,3,20,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
100,110,hSoUx17quv3acNj,20,10,0,1007,3,3,1,2,325,341,340,10,3,2,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
101,111,hSoUx17quv3acNj,20,10,0,1007,3,3,2,1,325,341,340,15,3,20,1,1,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
102,113,A13O5TFA7656TN,20,10,0,1007,3,3,1,2,275,366,365,10,3,3,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
103,114,A1WR7N7SIYSRHQ,20,10,2,1007,3,1,2,3,290,409,307,10,2,13,1,2,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
104,115,A3PFJ6NJJQJDP3,20,10,-2,1007,3,3,1,2,325,341,340,9,3,21,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
105,116,A1WR7N7SIYSRHQ,20,10,2,1007,3,1,3,2,275,366,365,2,2,14,1,3,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
106,118,A13O5TFA7656TN,20,10,0,1007,3,3,2,1,313,365,328,10,2,4,1,2,328,365,313,365,328.0,313,37.0,15.0,52,-37,52,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,37,0,52,1.0,-2.0,-1.0,-1.0,0.0,-2.0
107,119,A3PFJ6NJJQJDP3,20,10,-2,1007,3,1,2,3,325,341,340,10,1,22,1,1,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
108,120,A1WR7N7SIYSRHQ,20,10,2,1007,3,2,1,3,313,365,328,20,3,15,1,3,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
109,121,A3PFJ6NJJQJDP3,20,10,-2,1007,3,1,3,2,323,343,340,-2,1,23,1,1,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
110,122,hSoUx17quv3acNj,20,10,0,1006,3,1,3,2,334,336,335,0,1,21,1,1,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
111,124,A13O5TFA7656TN,20,10,0,1007,3,3,2,1,325,341,340,15,3,5,1,1,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
112,126,A3PFJ6NJJQJDP3,20,10,-2,1007,3,1,3,2,333,338,335,-2,1,24,1,1,333,335,338,338,335.0,333,3.0,2.0,5,-2,-3,-5,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,5,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
113,127,A1WR7N7SIYSRHQ,20,10,2,1007,3,2,1,3,290,409,307,20,2,16,1,1,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
114,128,A13O5TFA7656TN,20,10,0,1007,3,2,3,1,301,371,334,20,2,6,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
115,131,A3PFJ6NJJQJDP3,20,10,-2,1007,3,3,2,1,215,565,226,10,3,25,1,1,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
116,132,hSoUx17quv3acNj,20,10,0,1007,3,2,1,3,290,409,307,20,2,22,1,1,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
117,133,A1WR7N7SIYSRHQ,20,10,2,1007,3,1,2,3,325,341,340,10,2,17,1,2,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
118,134,A2A9FPR7W6BU3E,20,10,-2,1007,3,1,3,2,275,366,365,4,3,2,1,2,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
119,137,A13O5TFA7656TN,20,10,0,1007,3,2,1,3,313,365,328,20,2,7,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
120,138,A3PFJ6NJJQJDP3,20,10,-2,1007,3,3,1,2,333,338,335,-2,3,26,1,1,335,333,338,338,335.0,333,3.0,2.0,5,2,-5,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
121,139,A1WR7N7SIYSRHQ,20,10,2,1007,3,3,2,1,325,341,340,10,2,18,1,2,340,341,325,341,340.0,325,1.0,15.0,16,-1,16,15,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,1,0,16,1.0,-2.0,-1.0,-1.0,0.0,-2.0
122,140,A13O5TFA7656TN,20,10,0,1007,3,2,1,3,290,409,307,20,2,8,1,1,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
123,141,A3PFJ6NJJQJDP3,20,10,-2,1007,3,1,3,2,275,366,365,-2,1,27,1,1,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
124,142,A1WR7N7SIYSRHQ,20,10,2,1007,3,1,3,2,325,341,340,6,3,19,1,2,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
125,143,hSoUx17quv3acNj,20,10,0,1007,3,1,2,3,318,353,335,10,2,23,1,2,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
126,145,A13O5TFA7656TN,20,10,0,1007,3,3,2,1,318,353,335,10,2,9,1,2,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
127,146,A2A9FPR7W6BU3E,20,10,-2,1007,3,1,2,3,325,341,340,10,2,3,1,2,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
128,147,A3PFJ6NJJQJDP3,20,10,-2,1007,3,1,2,3,290,409,307,10,1,28,1,1,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
129,148,A1WR7N7SIYSRHQ,20,10,2,1007,3,1,2,3,215,565,226,10,2,20,1,2,215,565,226,565,226.0,215,339.0,11.0,350,-350,339,-11,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,350,0,339,2.0,-1.0,1.0,-2.0,0.0,-1.0
130,149,A13O5TFA7656TN,20,10,0,1007,3,1,2,3,325,341,340,10,1,10,1,1,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
131,150,A3PFJ6NJJQJDP3,20,10,-2,1007,3,1,3,2,318,353,335,-2,1,29,1,1,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
132,152,A1WR7N7SIYSRHQ,20,10,2,1007,3,1,3,2,329,347,330,2,2,21,1,3,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
133,153,hSoUx17quv3acNj,20,10,0,1007,3,2,1,3,313,365,328,20,2,24,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
134,154,A8Mn6HtuNuMfFDS,20,4,0,1007,3,2,3,1,280,415,311,20,2,2,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
135,155,A3PFJ6NJJQJDP3,20,10,-2,1007,3,3,1,2,275,366,365,9,3,30,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
136,157,A3PFJ6NJJQJDP3,20,10,-2,1006,3,1,3,2,334,336,335,-2,1,31,1,1,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
137,158,A2A9FPR7W6BU3E,20,10,-2,1007,3,1,3,2,318,353,335,-2,3,4,1,2,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
138,160,A3PFJ6NJJQJDP3,20,10,-2,1007,3,2,3,1,280,415,311,20,2,32,1,1,415,311,280,415,311.0,280,104.0,31.0,135,104,31,135,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,104,135,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
139,161,A13O5TFA7656TN,20,10,0,1007,3,1,2,3,290,409,307,10,1,11,1,1,290,409,307,409,307.0,290,102.0,17.0,119,-119,102,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,119,0,102,2.0,-1.0,1.0,-2.0,0.0,-1.0
140,162,A8Mn6HtuNuMfFDS,20,4,0,1007,3,1,2,3,318,353,335,4,1,3,1,1,318,353,335,353,335.0,318,18.0,17.0,35,-35,18,-17,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,35,0,18,2.0,-1.0,1.0,-2.0,0.0,-1.0
141,163,A1WR7N7SIYSRHQ,20,10,2,1007,3,1,3,2,323,343,340,2,2,22,1,3,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
142,164,hSoUx17quv3acNj,20,10,0,1007,3,1,3,2,269,378,359,0,1,25,1,1,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
143,166,A2A9FPR7W6BU3E,20,10,-2,1007,3,3,2,1,215,565,226,10,2,5,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
144,167,A13O5TFA7656TN,20,10,0,1007,3,1,3,2,325,341,340,5,3,12,1,2,325,340,341,341,340.0,325,1.0,15.0,16,-15,-1,-16,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,16,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
145,169,A1WR7N7SIYSRHQ,20,10,2,1007,3,1,3,2,318,353,335,2,3,23,1,2,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
146,171,A13O5TFA7656TN,20,10,0,1007,3,1,3,2,318,353,335,0,3,13,1,2,318,335,353,353,335.0,318,18.0,17.0,35,-17,-18,-35,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,35,18,0,1.0,1.0,2.0,-2.0,-1.0,0.0
147,172,A2A9FPR7W6BU3E,20,10,-2,1007,3,3,2,1,290,409,307,10,2,6,1,2,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
148,174,A1WR7N7SIYSRHQ,20,10,2,1007,3,3,2,1,215,565,226,10,2,24,1,2,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
149,175,hSoUx17quv3acNj,20,10,0,1006,3,3,1,2,334,336,335,10,3,26,1,1,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
150,176,A13O5TFA7656TN,20,10,0,1007,3,1,3,2,329,347,330,0,1,14,1,1,329,330,347,347,330.0,329,17.0,1.0,18,-1,-17,-18,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,18,17,0,1.0,1.0,2.0,-2.0,-1.0,0.0
151,177,A8Mn6HtuNuMfFDS,20,4,0,1007,3,3,1,2,318,353,335,0,3,4,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
152,179,A2A9FPR7W6BU3E,20,10,-2,1007,3,1,3,2,323,343,340,-2,2,7,1,3,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
153,180,A1WR7N7SIYSRHQ,20,10,2,1007,3,1,3,2,269,378,359,2,3,25,1,2,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
154,181,A13O5TFA7656TN,20,10,0,1007,3,3,1,2,269,378,359,0,3,15,1,1,359,269,378,378,359.0,269,19.0,90.0,109,90,-109,-19,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,19,109,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
155,183,A1WR7N7SIYSRHQ,20,10,2,1007,3,3,1,2,325,341,340,2,2,26,1,3,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
156,184,A13O5TFA7656TN,20,10,0,1007,3,1,3,2,275,366,365,5,3,16,1,2,275,365,366,366,365.0,275,1.0,90.0,91,-90,-1,-91,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,91,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
157,185,A8Mn6HtuNuMfFDS,20,4,0,1007,3,1,2,3,313,365,328,4,1,5,1,1,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
158,186,hSoUx17quv3acNj,20,10,0,1007,3,3,2,1,290,409,307,10,3,27,1,1,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
159,188,A13O5TFA7656TN,20,10,0,1007,3,1,3,2,323,343,340,0,3,17,1,2,323,340,343,343,340.0,323,3.0,17.0,20,-17,-3,-20,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,20,3,0,1.0,1.0,2.0,-2.0,-1.0,0.0
160,190,A2A9FPR7W6BU3E,20,10,-2,1007,3,1,3,2,269,378,359,-2,3,8,1,2,269,359,378,378,359.0,269,19.0,90.0,109,-90,-19,-109,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,109,19,0,1.0,1.0,2.0,-2.0,-1.0,0.0
161,191,A1WR7N7SIYSRHQ,20,10,2,1007,3,3,1,2,275,366,365,11,3,27,1,1,365,275,366,366,365.0,275,1.0,90.0,91,90,-91,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,91,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
162,192,A13O5TFA7656TN,20,10,0,1007,3,3,1,2,323,343,340,0,3,18,1,1,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
163,194,A8Mn6HtuNuMfFDS,20,4,0,1007,3,3,1,2,274,368,364,0,3,6,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
164,195,A13O5TFA7656TN,20,10,0,1006,3,1,3,2,334,336,335,0,1,19,1,1,334,335,336,336,335.0,334,1.0,1.0,2,-1,-1,-2,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,2,1,0,1.0,1.0,2.0,-2.0,-1.0,0.0
165,196,A1WR7N7SIYSRHQ,20,10,2,1007,3,1,2,3,313,365,328,10,2,28,1,2,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
166,197,hSoUx17quv3acNj,20,10,0,1007,3,3,1,2,274,368,364,0,3,28,1,1,364,274,368,368,364.0,274,4.0,90.0,94,90,-94,-4,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,4,94,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
167,198,A2A9FPR7W6BU3E,20,10,-2,1007,3,1,2,3,313,365,328,10,2,9,1,2,313,365,328,365,328.0,313,37.0,15.0,52,-52,37,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,52,0,37,2.0,-1.0,1.0,-2.0,0.0,-1.0
168,199,A13O5TFA7656TN,20,10,0,1007,3,3,2,1,215,565,226,10,3,20,1,1,226,565,215,565,226.0,215,339.0,11.0,350,-339,350,11,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,339,0,350,1.0,-2.0,-1.0,-1.0,0.0,-2.0
169,200,A1WR7N7SIYSRHQ,20,10,2,1007,3,3,2,1,290,409,307,10,3,29,1,1,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
170,202,A8Mn6HtuNuMfFDS,20,4,0,1007,3,1,2,3,325,341,340,4,2,7,1,2,325,341,340,341,340.0,325,1.0,15.0,16,-16,1,-15,2.0,2.0,1.0,3.0,3.0,1.0,5,CMPLB,16,0,1,2.0,-1.0,1.0,-2.0,0.0,-1.0
171,203,A2A9FPR7W6BU3E,20,10,-2,1007,3,3,1,2,323,343,340,-2,3,10,1,1,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
172,204,A13O5TFA7656TN,20,10,0,1007,3,3,1,2,329,347,330,0,3,21,1,1,330,329,347,347,330.0,329,17.0,1.0,18,1,-18,-17,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,17,18,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
173,206,A1WR7N7SIYSRHQ,20,10,2,1006,3,3,1,2,334,336,335,11,3,30,1,1,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
174,207,A13O5TFA7656TN,20,10,0,1006,3,3,1,2,334,336,335,10,3,22,1,1,335,334,336,336,335.0,334,1.0,1.0,2,1,-2,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,2,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
175,208,hSoUx17quv3acNj,20,10,0,1007,3,3,2,1,318,353,335,10,3,29,1,1,335,353,318,353,335.0,318,18.0,17.0,35,-18,35,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,18,0,35,1.0,-2.0,-1.0,-1.0,0.0,-2.0
176,210,A13O5TFA7656TN,20,10,0,1007,3,3,2,1,290,409,307,10,3,23,1,1,307,409,290,409,307.0,290,102.0,17.0,119,-102,119,17,3.0,2.0,1.0,1.0,2.0,3.0,3,WLB,102,0,119,1.0,-2.0,-1.0,-1.0,0.0,-2.0
177,211,A2A9FPR7W6BU3E,20,10,-2,1007,3,2,1,3,313,365,328,20,2,11,1,1,365,313,328,365,328.0,313,37.0,15.0,52,52,-15,37,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,52,37,-2.0,1.0,-1.0,0.0,-2.0,-1.0
178,212,A1WR7N7SIYSRHQ,20,10,2,1007,3,3,1,2,323,343,340,2,2,31,1,3,340,323,343,343,340.0,323,3.0,17.0,20,17,-20,-3,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,3,20,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
179,213,A8Mn6HtuNuMfFDS,20,4,0,1007,3,3,1,2,325,341,340,10,3,8,1,1,340,325,341,341,340.0,325,1.0,15.0,16,15,-16,-1,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,1,16,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
180,215,A13O5TFA7656TN,20,10,0,1007,3,3,1,2,318,353,335,0,3,24,1,1,335,318,353,353,335.0,318,18.0,17.0,35,17,-35,-18,1.0,3.0,3.0,1.0,2.0,2.0,4,SLB,18,35,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
181,216,A1WR7N7SIYSRHQ,20,10,2,1007,3,2,3,1,301,371,334,20,2,32,1,1,371,334,301,371,334.0,301,37.0,33.0,70,37,33,70,3.0,1.0,2.0,2.0,1.0,3.0,1,TRT,0,37,70,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
182,217,A2A9FPR7W6BU3E,20,10,-2,1007,3,2,1,3,290,409,307,20,2,12,1,1,409,290,307,409,307.0,290,102.0,17.0,119,119,-17,102,2.0,1.0,3.0,3.0,1.0,2.0,2,TRT,0,119,102,-2.0,1.0,-1.0,0.0,-2.0,-1.0
183,219,hSoUx17quv3acNj,20,10,0,1007,3,1,3,2,274,368,364,0,1,3,1,1,274,364,368,368,364.0,274,4.0,90.0,94,-90,-4,-94,1.0,3.0,2.0,2.0,3.0,1.0,6,CMP,94,4,0,1.0,1.0,2.0,-2.0,-1.0,0.0
