,RoundIndex,Action,Pref1,Pref2,Pref3,Scenario,Util1,Util2,Util3,NumberOfCandidates,VoterID,VotesCand1PreVote,VotesCand2PreVote,VotesCand3PreVote,SessionIDX,Vote,VotesPref1PreVote,VotesPref2PreVote,VotesPref3PreVote,VotesLeader_poll,VotesRunnerup_poll,VotesThird_poll,GAP12_poll,GAP23_poll,GAP13_poll,GAP12_pref_poll,GAP23_pref_poll,GAP13_pref_poll,Pref1_pos,Pos1_pref,Pref3_pos,Pos2_pref,Pref2_pos,Pos3_pref,Scenario_type,GAPL1_Pref_poll,GAPL2_Pref_poll,GAPL3_Pref_poll,Pos12,Pos23,Pos13,PosL1,PosL2,PosL3
3377,3377,1,1,2,3,1,10,8,1,3,18_session_5.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3378,3378,1,1,2,3,1,10,8,1,3,19_session_5.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3379,3379,1,1,2,3,1,10,8,1,3,20_session_5.csv,7,3,2,1,1,7,3,2,7,3.0,2,4.0,1.0,5,4,1,5,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,4,5,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3380,3380,1,2,3,1,4,10,8,1,3,21_session_5.csv,7,3,2,1,2,3,2,7,7,3.0,2,4.0,1.0,5,1,-5,-4,2.0,3.0,1.0,1.0,3.0,2.0,SLB,4,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3381,3381,2,3,1,2,5,10,8,1,3,22_session_5.csv,7,3,2,1,1,2,7,3,7,3.0,2,4.0,1.0,5,-5,4,-1,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,5,0,4,2.0,-1.0,1.0,-2.0,0.0,-1.0
3382,3382,1,2,3,1,4,10,8,1,3,23_session_5.csv,7,3,2,1,2,3,2,7,7,3.0,2,4.0,1.0,5,1,-5,-4,2.0,3.0,1.0,1.0,3.0,2.0,SLB,4,5,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3383,3383,2,3,1,2,5,10,8,1,3,24_session_5.csv,7,3,2,1,1,2,7,3,7,3.0,2,4.0,1.0,5,-5,4,-1,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,5,0,4,2.0,-1.0,1.0,-2.0,0.0,-1.0
3384,3384,1,3,1,2,2,10,3,1,3,1_session_5.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
3385,3385,3,1,2,3,6,10,3,1,3,2_session_5.csv,2,4,6,1,3,2,4,6,6,4.0,2,2.0,2.0,4,-2,-2,-4,3.0,3.0,1.0,2.0,2.0,1.0,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
3386,3386,1,2,3,1,3,10,3,1,3,3_session_5.csv,2,4,6,1,2,4,6,2,6,4.0,2,2.0,2.0,4,-2,4,2,2.0,2.0,3.0,1.0,1.0,3.0,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
3387,3387,1,3,1,2,2,10,3,1,3,4_session_5.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
3388,3388,1,2,3,1,3,10,3,1,3,5_session_5.csv,2,4,6,1,2,4,6,2,6,4.0,2,2.0,2.0,4,-2,4,2,2.0,2.0,3.0,1.0,1.0,3.0,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
3389,3389,1,3,1,2,2,10,3,1,3,6_session_5.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
3390,3390,1,3,1,2,2,10,3,1,3,7_session_5.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
3391,3391,1,2,3,1,3,10,3,1,3,8_session_5.csv,2,4,6,1,2,4,6,2,6,4.0,2,2.0,2.0,4,-2,4,2,2.0,2.0,3.0,1.0,1.0,3.0,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
3392,3392,2,1,2,3,6,10,3,1,3,9_session_5.csv,2,4,6,1,2,2,4,6,6,4.0,2,2.0,2.0,4,-2,-2,-4,3.0,3.0,1.0,2.0,2.0,1.0,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
3393,3393,1,2,3,1,3,10,3,1,3,10_session_5.csv,2,4,6,1,2,4,6,2,6,4.0,2,2.0,2.0,4,-2,4,2,2.0,2.0,3.0,1.0,1.0,3.0,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
3394,3394,1,3,1,2,2,10,3,1,3,11_session_5.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
3395,3395,1,3,1,2,2,10,3,1,3,12_session_5.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
3396,3396,1,3,1,2,2,10,8,1,3,13_session_5.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
3397,3397,2,1,2,3,6,10,8,1,3,14_session_5.csv,2,4,6,1,2,2,4,6,6,4.0,2,2.0,2.0,4,-2,-2,-4,3.0,3.0,1.0,2.0,2.0,1.0,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
3398,3398,2,2,3,1,3,10,8,1,3,15_session_5.csv,2,4,6,1,3,4,6,2,6,4.0,2,2.0,2.0,4,-2,4,2,2.0,2.0,3.0,1.0,1.0,3.0,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
3399,3399,1,3,1,2,2,10,8,1,3,16_session_5.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
3400,3400,1,2,3,1,3,10,8,1,3,17_session_5.csv,2,4,6,1,2,4,6,2,6,4.0,2,2.0,2.0,4,-2,4,2,2.0,2.0,3.0,1.0,1.0,3.0,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
3401,3401,1,3,1,2,2,10,8,1,3,18_session_5.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
3402,3402,1,3,1,2,2,10,8,1,3,19_session_5.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
3403,3403,1,2,3,1,3,10,8,1,3,20_session_5.csv,2,4,6,1,2,4,6,2,6,4.0,2,2.0,2.0,4,-2,4,2,2.0,2.0,3.0,1.0,1.0,3.0,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
3404,3404,2,1,2,3,6,10,8,1,3,21_session_5.csv,2,4,6,1,2,2,4,6,6,4.0,2,2.0,2.0,4,-2,-2,-4,3.0,3.0,1.0,2.0,2.0,1.0,CMP,4,2,0,1.0,1.0,2.0,-2.0,-1.0,0.0
3405,3405,1,2,3,1,3,10,8,1,3,22_session_5.csv,2,4,6,1,2,4,6,2,6,4.0,2,2.0,2.0,4,-2,4,2,2.0,2.0,3.0,1.0,1.0,3.0,WLB,2,0,4,1.0,-2.0,-1.0,-1.0,0.0,-2.0
3406,3406,1,3,1,2,2,10,8,1,3,23_session_5.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
3407,3407,1,3,1,2,2,10,8,1,3,24_session_5.csv,2,4,6,1,3,6,2,4,6,4.0,2,2.0,2.0,4,4,-2,2,1.0,1.0,2.0,3.0,3.0,2.0,TRT,0,4,2,-2.0,1.0,-1.0,0.0,-2.0,-1.0
3408,3408,1,3,1,2,1,10,3,1,3,1_session_5.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3409,3409,1,3,1,2,1,10,3,1,3,2_session_5.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3410,3410,1,3,1,2,1,10,3,1,3,3_session_5.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3411,3411,2,2,3,1,5,10,3,1,3,4_session_5.csv,4,1,7,1,3,1,7,4,7,4.0,1,3.0,3.0,6,-6,3,-3,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,6,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
3412,3412,1,1,2,3,4,10,3,1,3,5_session_5.csv,4,1,7,1,1,4,1,7,7,4.0,1,3.0,3.0,6,3,-6,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3413,3413,1,3,1,2,1,10,3,1,3,6_session_5.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3414,3414,1,3,1,2,1,10,3,1,3,7_session_5.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3415,3415,1,1,2,3,4,10,3,1,3,8_session_5.csv,4,1,7,1,1,4,1,7,7,4.0,1,3.0,3.0,6,3,-6,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3416,3416,1,3,1,2,1,10,3,1,3,9_session_5.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3417,3417,1,1,2,3,4,10,3,1,3,10_session_5.csv,4,1,7,1,1,4,1,7,7,4.0,1,3.0,3.0,6,3,-6,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3418,3418,1,1,2,3,4,10,3,1,3,11_session_5.csv,4,1,7,1,1,4,1,7,7,4.0,1,3.0,3.0,6,3,-6,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3419,3419,1,3,1,2,1,10,3,1,3,12_session_5.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3420,3420,1,3,1,2,1,10,8,1,3,13_session_5.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3421,3421,1,3,1,2,1,10,8,1,3,14_session_5.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3422,3422,1,3,1,2,1,10,8,1,3,15_session_5.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3423,3423,1,2,3,1,5,10,8,1,3,16_session_5.csv,4,1,7,1,2,1,7,4,7,4.0,1,3.0,3.0,6,-6,3,-3,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,6,0,3,2.0,-1.0,1.0,-2.0,0.0,-1.0
3424,3424,1,1,2,3,4,10,8,1,3,17_session_5.csv,4,1,7,1,1,4,1,7,7,4.0,1,3.0,3.0,6,3,-6,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3425,3425,1,3,1,2,1,10,8,1,3,18_session_5.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3426,3426,1,3,1,2,1,10,8,1,3,19_session_5.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3427,3427,1,1,2,3,4,10,8,1,3,20_session_5.csv,4,1,7,1,1,4,1,7,7,4.0,1,3.0,3.0,6,3,-6,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3428,3428,1,3,1,2,1,10,8,1,3,21_session_5.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3429,3429,1,1,2,3,4,10,8,1,3,22_session_5.csv,4,1,7,1,1,4,1,7,7,4.0,1,3.0,3.0,6,3,-6,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3430,3430,1,1,2,3,4,10,8,1,3,23_session_5.csv,4,1,7,1,1,4,1,7,7,4.0,1,3.0,3.0,6,3,-6,-3,2.0,3.0,1.0,1.0,3.0,2.0,SLB,3,6,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3431,3431,1,3,1,2,1,10,8,1,3,24_session_5.csv,4,1,7,1,3,7,4,1,7,4.0,1,3.0,3.0,6,3,3,6,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,3,6,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3432,3432,1,1,2,3,4,10,3,1,3,1_session_5.csv,3,1,8,1,1,3,1,8,8,3.0,1,5.0,2.0,7,2,-7,-5,2.0,3.0,1.0,1.0,3.0,2.0,SLB,5,7,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3433,3433,1,3,1,2,1,10,3,1,3,2_session_5.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3434,3434,1,3,1,2,1,10,3,1,3,3_session_5.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3435,3435,1,3,1,2,1,10,3,1,3,4_session_5.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3436,3436,1,3,1,2,1,10,3,1,3,5_session_5.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3437,3437,1,3,1,2,1,10,3,1,3,6_session_5.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3438,3438,1,3,1,2,1,10,3,1,3,7_session_5.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3439,3439,1,3,1,2,1,10,3,1,3,8_session_5.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3440,3440,1,1,2,3,4,10,3,1,3,9_session_5.csv,3,1,8,1,1,3,1,8,8,3.0,1,5.0,2.0,7,2,-7,-5,2.0,3.0,1.0,1.0,3.0,2.0,SLB,5,7,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3441,3441,1,3,1,2,1,10,3,1,3,10_session_5.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3442,3442,2,2,3,1,5,10,3,1,3,11_session_5.csv,3,1,8,1,3,1,8,3,8,3.0,1,5.0,2.0,7,-7,5,-2,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,7,0,5,2.0,-1.0,1.0,-2.0,0.0,-1.0
3443,3443,2,1,2,3,4,10,3,1,3,12_session_5.csv,3,1,8,1,2,3,1,8,8,3.0,1,5.0,2.0,7,2,-7,-5,2.0,3.0,1.0,1.0,3.0,2.0,SLB,5,7,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3444,3444,1,1,2,3,4,10,8,1,3,13_session_5.csv,3,1,8,1,1,3,1,8,8,3.0,1,5.0,2.0,7,2,-7,-5,2.0,3.0,1.0,1.0,3.0,2.0,SLB,5,7,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3445,3445,1,3,1,2,1,10,8,1,3,14_session_5.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3446,3446,1,3,1,2,1,10,8,1,3,15_session_5.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3447,3447,1,3,1,2,1,10,8,1,3,16_session_5.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3448,3448,1,3,1,2,1,10,8,1,3,17_session_5.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3449,3449,1,3,1,2,1,10,8,1,3,18_session_5.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3450,3450,1,3,1,2,1,10,8,1,3,19_session_5.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3451,3451,1,3,1,2,1,10,8,1,3,20_session_5.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3452,3452,1,1,2,3,4,10,8,1,3,21_session_5.csv,3,1,8,1,1,3,1,8,8,3.0,1,5.0,2.0,7,2,-7,-5,2.0,3.0,1.0,1.0,3.0,2.0,SLB,5,7,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3453,3453,1,3,1,2,1,10,8,1,3,22_session_5.csv,3,1,8,1,3,8,3,1,8,3.0,1,5.0,2.0,7,5,2,7,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,5,7,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3454,3454,2,2,3,1,5,10,8,1,3,23_session_5.csv,3,1,8,1,3,1,8,3,8,3.0,1,5.0,2.0,7,-7,5,-2,3.0,2.0,2.0,3.0,1.0,1.0,CMPLB,7,0,5,2.0,-1.0,1.0,-2.0,0.0,-1.0
3455,3455,1,1,2,3,4,10,8,1,3,24_session_5.csv,3,1,8,1,1,3,1,8,8,3.0,1,5.0,2.0,7,2,-7,-5,2.0,3.0,1.0,1.0,3.0,2.0,SLB,5,7,0,-1.0,2.0,1.0,-1.0,-2.0,0.0
3456,3456,1,2,3,1,1,10,3,1,3,1_session_5.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3457,3457,1,1,2,3,1,10,3,1,3,2_session_5.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3458,3458,1,1,2,3,1,10,3,1,3,3_session_5.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3459,3459,1,2,3,1,1,10,3,1,3,4_session_5.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3460,3460,1,2,3,1,1,10,3,1,3,5_session_5.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3461,3461,1,3,1,2,1,10,3,1,3,6_session_5.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3462,3462,1,3,1,2,1,10,3,1,3,7_session_5.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3463,3463,1,3,1,2,1,10,3,1,3,8_session_5.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3464,3464,1,3,1,2,1,10,3,1,3,9_session_5.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3465,3465,1,1,2,3,1,10,3,1,3,10_session_5.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3466,3466,1,2,3,1,1,10,3,1,3,11_session_5.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3467,3467,3,1,2,3,1,10,3,1,3,12_session_5.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3468,3468,2,2,3,1,1,10,8,1,3,13_session_5.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3469,3469,1,1,2,3,1,10,8,1,3,14_session_5.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3470,3470,2,1,2,3,1,10,8,1,3,15_session_5.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3471,3471,1,2,3,1,1,10,8,1,3,16_session_5.csv,4,4,4,1,2,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3472,3472,3,2,3,1,1,10,8,1,3,17_session_5.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3473,3473,2,3,1,2,1,10,8,1,3,18_session_5.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3474,3474,1,3,1,2,1,10,8,1,3,19_session_5.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3475,3475,1,3,1,2,1,10,8,1,3,20_session_5.csv,4,4,4,1,3,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
3476,3476,2,3,1,2,1,10,8,1,3,21_session_5.csv,4,4,4,1,1,4,4,4,4,4.0,4,0.0,0.0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,3.0,TRT,0,0,0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0
